"","ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter"
"Corophium.multisetosum",473.5,460.5,10,2,32.59,0.01,8.79,131,200,358.5,473.5,473.5,0.98,0.92,7.46864107276149,0
"Corophium.urdaibaiense",3.5,-8.5,5,2,5.43,0.29,0.74,1.4,14.5,93.25,182.6,253.55,0.44,0.26,1.76993896880004,0
"Corophium.volutator",160.5,144,7,2,8.77,0.05,2.3,36.075,74.65,156.25,292.7,299.525,0.78,0.67,2.9695311429199,0
"Cossura.sp.",-77.5,-77.5,8,1,25.07,0.01,6.39,-97,-97,-62.5,21.3000000000005,107.025,1,0.96,7.93700854878879,1
"Crassostrea.gigas",176,155.5,5,2,9.62,0.01,4.37,150.975,161.45,176,322,325.05,0.99,0.8,4.70896465474281,0
"Cyathura.carinata",477.5,262,81,1,57.58,0.01,4.34,38.95,246,296,374.05,375.5,0.92,1,5.56291270055095,0
"Cylichna.cylindracea",-137.5,-137.5,7,1,35.65,0.02,5.12,-145.2,-145,21.5,155.5,162,0.98,0.88,5.31911397315235,0
"Desdemona.ornata",155.5,175.5,12,1,14.47,0.01,3.32,-100.35,-12.5,155,219.5,226.15,1,0.95,3.78676414458772,1
"Diptera",-62.5,-62.5,56,2,48.26,0.04,2.89,-62.5,-61.15,137.5,322.85,363,0.58,1,3.97042902184985,0
"Dosinia.lupinus",-137.5,21.5,5,1,15.15,0.01,6.98,-145.2,-130.4,-41,38,43.1,0.99,0.95,8.20576146233187,1
"Echinocardium.cordatum",31.5,31.5,4,1,11.76,0.01,6.06,-118.725,-77.5,31.5,39.1,46.15,0.99,0.85,6.01332373391441,0
"Euclymene.oerstedii",31.5,35.5,6,1,17.14,0.01,6.37,-41,-33.05,35,45.1,49.15,1,0.98,7.20691862600143,1
