"","ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter"
"Family XII (Clostridiales)",1.9805,3.1355,124,2,57.05,0.01,4.15,1.8505,1.9663,3.31725,5.26295,5.381675,0.87,1,4.79949351898181,0
"P. palm C-A 51",5.9335,3.3175,77,2,51.21,0.01,7.41,3.28285,3.3174,3.36325,4.14315,4.613175,1,1,8.4636985433409,2
"Clostridiales Incertae Sedis",2.9795,2.855,8,2,5.63,0.12,0.94,2.99495,3.00775,3.3835,5.54415,5.619,0.62,0.37,1.94089198922697,0
"TSAC18",4.177,3.3835,12,2,7.46,0.11,1.22,2.6233,2.991,4.17325,5.667,5.80285,0.77,0.6,2.53741147121264,0
"GoM-GC232-4463-Bac1",1.4475,3.6855,88,2,42.27,0.02,2.95,1.719775,1.8462,3.585,4.194,4.4851,0.87,0.83,3.64090804051814,0
"livecontrolB21",5.95,3.238,44,2,23.33,0.05,1.93,2.404175,2.7212,3.41125,5.95,5.956825,0.95,0.83,3.56381243497904,0
"Streptococcaceae",5.0615,5.0615,68,2,45.86,0.01,4.51,3.2769,3.298,4.211,5.0615,5.07085,1,1,5.25065429169975,2
"Carnobacteriaceae",3.0585,3.0585,47,1,37.91,0.01,4.15,2.13375,2.77925,3.1205,3.2073,3.98015,0.93,0.86,4.24396790118313,0
"Acidaminococcaceae",1.0705,3.269,93,2,42.47,0.01,4.66,1.97265,2.99895,3.2965,4.57135,4.821525,0.99,0.99,5.6561923277475,2
"Acholeplasmataceae",1.0705,3.4555,55,2,30.74,0.01,3.39,2.606375,3.2156,3.668,4.1787,4.759725,0.95,0.91,4.34602988280851,0
"Synechococcaceae",5.95,3.0235,63,1,31.93,0.02,3.01,2.6195,2.994,3.028,5.93165,5.95,0.72,0.85,3.74822497900941,0
"Pseudoanabaenacea",1.2625,3.0235,39,1,35.01,0.01,6.69,0.8995,1.13965,2.99925,3.1271,3.439825,1,1,8.35649511708706,1
"Cyanobacteriaceae",1.0705,3.0235,16,1,27.4,0.01,10.12,0.8995,1.0705,2.999,3.067,3.17,1,1,11.912331039986,1
"Micrococcaceae",5.95,2.5085,147,2,55.12,0.16,1.16,1.396,1.4065,3.1235,5.3795,5.829275,0.5,0.76,2.59970997970479,0
"Microbacteriaceae",1.0705,3.314,163,2,66.16,0.01,7.75,1.5555,1.6775,2.70125,3.3195,3.368725,1,1,8.5844033007388,2
"Intrasporangiaceae",1.4065,3.337,165,2,63.57,0.01,4.2,1.446975,1.633,3.22,4.167,4.557625,1,0.98,4.46901539736222,2
"Beutenbergiaceae",5.95,5.031,51,2,50.2,0.01,8.17,4.3372,4.427,5.03,5.8992,5.947,1,1,9.17505236311721,2
"Sporichthyaceae",2.723,2.994,66,1,38.48,0.01,3.74,2.723,2.7925,3.0725,3.573,4.214475,0.99,0.98,5.39323986428875,1
"Propionibacteriaceae",1.9805,2.4175,150,2,65.18,0.01,3.87,1.8505,1.9711,2.611,3.4209,3.450825,0.99,0.99,4.52555086725204,2
"Nocardioidaceae",2.723,3.0585,114,1,71.06,0.01,6.74,2.692925,2.741,2.98675,3.0643,3.0805,1,1,7.36575336106852,1
"Elev-16S-1332",1.0705,2.998,161,1,68.52,0.01,4.72,2.92685,2.93285,2.999,4.1103,5.8115,1,1,4.92894538541547,1
"0319-6M6",5.95,2.03,116,2,48.08,0.16,1.15,1.6009,1.9805,3.546,5.83355,5.920675,0.59,0.71,2.71888234235651,0
"TM146",5.95,5.0615,155,2,66.94,0.01,3.94,2.1015,2.62505,4.97975,5.85385,5.95,0.87,0.93,3.91233726257078,0
"Acidimicrobiaceae",1.0705,3.1505,161,1,67.73,0.01,7.35,2.981125,2.998,3.1205,3.1954,3.3505,1,1,7.64106910388869,1
"Sva0996 marine group",1.0705,3.0095,161,1,82.85,0.01,8.05,2.993475,2.99935,3.17225,3.7033,4.147175,1,1,8.52344417488258,1
"OM1 clade",2.9795,3.0095,172,1,77.09,0.01,8.44,2.967675,2.9795,3.10975,3.2803,3.317025,1,1,8.39776056363326,1
"Coriobacteriaceae",1.4475,2.53,169,2,79.33,0.01,10.17,1.629125,1.80475,2.5215,3.11295,3.318475,1,1,9.45697487960711,2
"Euzebyaceae",1.0705,2.927,45,1,65.11,0.01,14.32,2.231825,2.7212,2.997,3.0585,3.0725,1,1,14.1429948524054,1
"Nitriliruptoraceae",1.0705,3.0585,62,1,55.52,0.01,10.64,2.494525,2.723,2.995,3.1271,3.17135,0.99,1,9.80103595396866,1
"Anaerolineaceae",1.0705,3.0235,172,2,64.97,0.01,5.43,2.6791,2.705,3.02975,3.13155,3.1482,1,1,5.78248120988758,2
"Roseiflexaceae",3.337,3.337,7,2,6.26,0.08,2.3,3.158325,3.17,3.32525,4.80205,4.96075,0.96,0.68,3.23946478627897,0
"Caldilineaceae",1.0705,4.3025,169,1,56.82,0.02,2.65,2.94855,2.999,4.08825,5.321,5.395375,0.93,0.96,3.94060668057337,0
"Trueperaceae",1.0705,3.0725,55,1,63.69,0.01,13.38,2.6839,2.723,3.0095,3.16245,3.179,1,1,14.7626368633293,1
"Fimbriimonadaceae",1.9805,4.0875,135,2,55.32,0.01,4.84,1.9805,3.0045,3.67975,4.1695,4.248325,0.98,1,6.109887616129,2
"Spirochaetaceae",1.0705,3.481,172,2,62.02,0.01,5.08,1.540375,1.85185,3.1625,3.64955,4.48805,0.94,1,6.00004292868221,0
"Leptospiraceae",1.8505,3.1315,156,2,62.03,0.01,6.67,1.851925,2.02985,3.0585,3.2267,3.33755,1,1,7.3549649450567,2
"Planctomycetaceae",1.0705,3.0095,172,1,60.12,0.01,6.06,2.9786,3.00895,3.1295,5.86205,5.91135,0.95,1,6.03755919972252,1
"Phycisphaeraceae",1.6775,3.0095,170,1,78.24,0.01,9.96,2.98345,2.998,3.1275,3.45885,3.6508,1,1,9.24530193109707,1
"AKAU3564 sediment group",5.9335,2.994,65,2,35.08,0.02,3.15,2.39565,2.89235,3.02725,4.61385,4.848725,0.86,0.97,3.70044149010856,0
"Puniceicoccaceae",1.4905,2.927,154,2,67.55,0.01,4.08,2.24945,2.55,2.896,3.67725,4.182275,0.87,1,4.35353931949771,0
"Opitutaceae",1.4065,2.9795,92,2,45.78,0.02,3.56,1.617875,1.8505,2.955,3.26235,4.216425,0.96,0.99,4.54028076066312,2
"Verrucomicrobiaceae",1.6775,2.545,168,2,91.44,0.01,7.99,1.982,2.10285,2.545,2.968,2.9795,0.98,1,6.89871866532634,2
"Rubritalecea",1.3855,3.301,151,1,54.18,0.01,3.77,2.99895,3.01085,3.298,3.8222,4.287,0.99,0.93,4.37398052981724,0
"DEV007",5.7175,4.1445,171,1,70.82,0.01,9.04,3.03015,3.07995,3.98125,4.37885,4.536,1,1,9.4524682322785,1
"DA101 soil group",1.4475,2.723,166,2,76.08,0.01,5.77,1.632375,1.85185,2.973,3.2254,3.2712,1,1,5.79633773291866,2
"MVP-94",5.95,3.1665,110,2,48.93,0.01,4.78,2.978925,3.0783,3.34375,5.7356,5.856275,1,0.98,5.39386515898545,2
"Lentisphaeraceae",1.2625,1.3855,42,1,63.95,0.01,6.26,1.273,1.38485,3.01025,3.78015,4.101575,1,1,7.43251133467633,1
"BD2-3",5.7175,3.1205,103,2,44.15,0.01,3.39,2.9226,2.96085,3.1665,4.45105000000001,5.597875,0.96,0.96,4.84566507217625,2
"Arctic95B-14",1.6775,2.8865,68,1,78.73,0.01,15.58,2.53,2.6192,2.9615,3.147,3.17045,1,1,15.3303691695721,1
"Arcobacteraceae",5.95,4.218,9,1,5.79,0.21,0.76,1.799575,1.84605,3.22,5.963,5.9885,0.44,0.67,2.98033223693783,0
"Thiovulaceae",5.8115,3.1815,51,2,33.57,0.01,4.72,2.927,2.99555,3.17275,5.66745,5.8115,1,1,5.72006632709242,2
"Sulfurovaceae",5.95,5.95,10,2,79.66,0.01,22.49,5.104575,5.423,5.867,5.95,5.950325,1,1,16.5194804312548,2
"H16",5.95,5.95,171,1,73.02,0.03,2.98,3.04105,3.26855,5.8615,5.95,5.95,0.63,0.97,3.92496949491272,0
"G55",1.4475,3.0585,139,1,53.83,0.03,2.73,2.94255,3.00775,3.67325,5.93035,5.95,0.72,0.86,3.87646188592792,0
"Synergistaceae",3.28,3.4025,90,2,57.4,0.01,6.53,3.126,3.13495,3.268,3.5007,4.409,1,1,6.49182304279065,2
"Blastocatellaceae",5.95,5.95,166,1,87.43,0.01,4.49,1.396,1.4475,2.251,5.8834,5.95,0.43,0.99,5.9914499081323,0
"Acidobacteriaceae",1.9805,3.0235,136,2,62.73,0.01,6.06,1.852,1.9805,3.0475,3.975,4.25315,1,1,6.66986528555031,2
"Holophagaceae",4.77,4.536,103,2,61.97,0.01,6.66,2.933175,2.99255,4.33475,4.77,4.8469,1,1,7.27193574942597,2
"Sva0725",1.6775,3.28,168,1,79.54,0.01,9.14,3.00755,3.022,3.1985,3.37005,3.786675,1,1,8.82483818892956,1
